STATION,DATE,PRCP,SNWD,TAVG,TMAX,TMIN
Espoo,2021-3-18,-1,16,-2.7,1,-5
Espoo,2021-3-19,-1,16,-5.8,-2.2,-7.9
Espoo,2021-3-20,3.3,17,-2.1,0.5,-11.2
Espoo,2021-3-21,-1,19,1.7,3.5,0.4
Espoo,2021-3-22,-1,17,-1.3,2.9,-3.8
Espoo,2021-3-23,-1,17,1.3,8.2,-7.3
Espoo,2021-3-24,-1,17,2.4,5.3,0.4
Espoo,2021-3-25,0.8,15,3.9,8.6,1.6
Espoo,2021-3-26,-1,13,2.7,8.1,-0.2
Espoo,2021-3-27,-1,13,3.7,9.2,-0.8
Espoo,2021-3-28,0.5,12,4.1,6.3,2.9
Espoo,2021-3-29,8.3,9,3.4,4.5,2.2
Espoo,2021-3-30,0.3,6,5.1,6.8,4
Espoo,2021-3-31,-1,-1,5.2,9.8,1.2
Espoo,2021-4-1,-1,-1,4.5,9.3,-0.4
Espoo,2021-4-2,-1,-1,3.4,7.1,1.2
Espoo,2021-4-3,-1,-1,3.4,7.1,1.1
Espoo,2021-4-4,5.8,-1,4.4,9.4,-0.8
Espoo,2021-4-5,3.6,-1,2.6,4.6,1.1
Espoo,2021-4-6,0.2,-1,2.2,4.6,0
Espoo,2021-4-7,-1,-1,3,6.5,1.7
Espoo,2021-4-8,-1,-1,3.4,7.9,-0.4
Espoo,2021-4-9,6,-1,2.6,3.6,-1.5
Espoo,2021-4-10,1.9,-1,3.4,5.2,1.6
Espoo,2021-4-11,0.3,-1,5.5,9.5,2.3
Espoo,2021-4-12,-1,-1,8.1,12.3,4.2
Espoo,2021-4-13,-1,-1,6,9.3,4.7
Espoo,2021-4-14,-1,-1,3.9,8.8,-0.7
Espoo,2021-4-15,-1,-1,3.5,9.8,-1.2
Espoo,2021-4-16,-1,-1,8.2,14.1,-1.2
Espoo,2021-4-17,-1,-1,9.3,15.6,3.4
Espoo,2021-4-18,-1,-1,8.9,15,2.8
Espoo,2021-4-19,-1,-1,7.7,13,1.9
Espoo,2021-4-20,-1,-1,6.8,11.6,-0.4
Espoo,2021-4-21,-1,-1,6.7,11.2,1.3
Espoo,2021-4-22,5.5,-1,5.3,11.3,-0.8
Espoo,2021-4-23,4.3,-1,3,5.6,0.3
Espoo,2021-4-24,1.7,-1,2.4,4.7,0.7
Espoo,2021-4-25,1.7,-1,3.6,6.6,1.6
Espoo,2021-4-26,0.1,-1,3.3,5.3,0.7
Espoo,2021-4-27,0.1,-1,3.9,5.9,2.2
Espoo,2021-4-28,-1,-1,3.5,7.5,-0.8
Espoo,2021-4-29,-1,-1,2.7,8.4,-2.8
Espoo,2021-4-30,-1,-1,4.8,10.7,-3
Espoo,2021-5-1,-1,-1,5.1,9.1,-0.1
Espoo,2021-5-2,-1,-1,3.8,9.4,-0.8
Espoo,2021-5-3,-1,-1,6.3,9.9,-0.1
Espoo,2021-5-4,-1,-1,6.4,11.9,3.5
Espoo,2021-5-5,9.6,-1,3.9,5.8,2.5
Espoo,2021-5-6,1.1,-1,5.5,9,4.2
Espoo,2021-5-7,0.1,-1,4.6,8.5,3.1
Espoo,2021-5-8,-1,-1,6.1,11.2,2.3
Espoo,2021-5-9,3.1,-1,6.3,12.2,-1
Espoo,2021-5-10,0.2,-1,10.6,16.6,6.3
Espoo,2021-5-11,-1,-1,15.5,22.5,8.9
Espoo,2021-5-12,-1,-1,16.2,23.2,9.4
Espoo,2021-5-13,-1,-1,16.1,24.8,8.6
Espoo,2021-5-14,0.1,-1,13,17.8,7.3
Espoo,2021-5-15,0.7,-1,13.8,18,11
Espoo,2021-5-16,-1,-1,12.9,17.1,9.3
Espoo,2021-5-17,5.4,-1,12.7,17.3,6.4
Espoo,2021-5-18,3.9,-1,12.9,17.1,9.7
Espoo,2021-5-19,1.8,-1,12,14.2,10.3
Espoo,2021-5-20,12.4,-1,12.4,16.2,9.5
Espoo,2021-5-21,0.4,-1,10.8,14.3,9.5
Espoo,2021-5-22,-1,-1,11.2,16.4,7.7
Espoo,2021-5-23,0.3,-1,11.4,16.8,6.9
Espoo,2021-5-24,-1,-1,12.2,17.9,7.3
Espoo,2021-5-25,-1,-1,10.4,14.7,4.8
Espoo,2021-5-26,34.1,-1,9.4,12,7.7
Espoo,2021-5-27,0.1,-1,9.6,12.4,7.8
Espoo,2021-5-28,-1,-1,10.9,15.1,5.6
Espoo,2021-5-29,-1,-1,10.6,15.7,6.1
Espoo,2021-5-30,-1,-1,10,14.3,4.2
Espoo,2021-5-31,0.9,-1,11.2,18,5
Espoo,2021-6-1,-1,-1,12.9,17.5,9.5
Espoo,2021-6-2,-1,-1,15.2,21,5.8
Espoo,2021-6-3,-1,-1,15.8,20.1,11.2
Espoo,2021-6-4,-1,-1,15.5,21.6,9.1
Espoo,2021-6-5,-1,-1,17.9,24.1,9
Espoo,2021-6-6,6.5,-1,17.6,25.2,11.2
Espoo,2021-6-7,5,-1,18.3,25.8,11.8
Espoo,2021-6-8,-1,-1,16.5,20.5,12.1
Espoo,2021-6-9,-1,-1,16.3,21.2,11.2
Espoo,2021-6-10,-1,-1,17.1,23.3,9
Espoo,2021-6-11,-1,-1,18,23.5,10.5
Espoo,2021-6-12,5.6,-1,16.9,21.3,13.8
Espoo,2021-6-13,0.4,-1,15.8,19.9,13.8
Espoo,2021-6-14,0.6,-1,15.7,20.5,7.2
Espoo,2021-6-15,-1,-1,16.4,20.3,13.7
Espoo,2021-6-16,-1,-1,16.1,22,8.9
Espoo,2021-6-17,-1,-1,15.8,21.9,11.2
Espoo,2021-6-18,-1,-1,19.6,27.3,10.5
Espoo,2021-6-19,-1,-1,20.5,26.5,15
Espoo,2021-6-20,-1,-1,21.8,28.4,15.5
Espoo,2021-6-21,-1,-1,24.7,30.3,17.6
Espoo,2021-6-22,-1,-1,24,29.5,19.1
Espoo,2021-6-23,12.5,-1,21.1,27.1,18.4
Espoo,2021-6-24,-1,-1,20,24.6,16.4
Espoo,2021-6-25,-1,-1,20.2,23.7,16
Espoo,2021-6-26,-1,-1,21,25.2,16.5
Espoo,2021-6-27,-1,-1,21,25.6,17.6
Espoo,2021-6-28,-1,-1,20.5,25.6,15.3
Espoo,2021-6-29,-1,-1,21.6,26.6,15.2
Espoo,2021-6-30,3.8,-1,19.1,26.2,14
Espoo,2021-7-1,-1,-1,21.2,26.1,17.3
Espoo,2021-7-2,-1,-1,19.5,23.6,16.1
Espoo,2021-7-3,-1,-1,19.8,25.7,12.5
Espoo,2021-7-4,-1,-1,20.8,26.4,12.9
Espoo,2021-7-5,-1,-1,22.5,26.9,15.7
Espoo,2021-7-6,1.1,-1,22.2,27,20
Espoo,2021-7-7,0.3,-1,22.1,27.2,18.5
Espoo,2021-7-8,1.9,-1,21.6,25.1,19.9
Espoo,2021-7-9,-1,-1,20.8,25.5,16
Espoo,2021-7-10,-1,-1,24.9,29.6,17.6
Espoo,2021-7-11,-1,-1,22.6,27.3,20.2
Espoo,2021-7-12,-1,-1,21.2,26.5,15.4
Espoo,2021-7-13,-1,-1,22.8,28.6,15.1
Espoo,2021-7-14,-1,-1,24.1,29.9,17.9
Espoo,2021-7-15,-1,-1,25.4,31.5,17.6
Espoo,2021-7-16,-1,-1,24.2,29.7,19.4
Espoo,2021-7-17,-1,-1,21.2,26.3,14.9
Espoo,2021-7-18,-1,-1,20.8,27.5,14.2
Espoo,2021-7-19,-1,-1,17.5,22.1,13.6
Espoo,2021-7-20,1.6,-1,17.2,23,12.2
Espoo,2021-7-21,-1,-1,16.2,21.3,11
Espoo,2021-7-22,-1,-1,18.3,25.1,11.3
Espoo,2021-7-23,-1,-1,17.6,22.3,12
Espoo,2021-7-24,-1,-1,16.8,22,10.3
Espoo,2021-7-25,-1,-1,19.1,24.5,11.4
Espoo,2021-7-26,-1,-1,21.6,28.5,14.6
Espoo,2021-7-27,4.3,-1,22.5,28.8,13.9
Espoo,2021-7-28,2.9,-1,19.8,24.5,18.4
Espoo,2021-7-29,-1,-1,20.8,24.6,18.3
Espoo,2021-7-30,8.4,-1,16.1,20.6,14
Espoo,2021-7-31,12.3,-1,17.8,22.1,13.9
Espoo,2021-8-1,2.7,-1,17.4,21.7,14.4
Espoo,2021-8-2,0.1,-1,17.8,21.4,14.3
Espoo,2021-8-3,-1,-1,15.1,19,14
Espoo,2021-8-4,0.4,-1,13.9,20.3,7.8
Espoo,2021-8-5,-1,-1,13.7,20.8,6.8
Espoo,2021-8-6,-1,-1,16.7,22.9,8.5
Espoo,2021-8-7,18.5,-1,15.8,18.7,14.7
Espoo,2021-8-8,7.3,-1,17.9,20.7,15.7
Espoo,2021-8-9,4.2,-1,17.2,21.3,15.3
Espoo,2021-8-10,-1,-1,17.3,21.6,15.2
Espoo,2021-8-11,-1,-1,16.2,20.4,11
Espoo,2021-8-12,0.3,-1,17,22.1,14.5
Espoo,2021-8-13,1.1,-1,18.3,24.5,12.8
Espoo,2021-8-14,10.8,-1,17.7,20.8,16.1
Espoo,2021-8-15,0.9,-1,15.5,19.3,12.4
Espoo,2021-8-16,9.8,-1,16.2,21,11.7
Espoo,2021-8-17,11.6,-1,16.7,19.9,15
Espoo,2021-8-18,37.5,-1,14.6,17.3,12.7
Espoo,2021-8-19,5.6,-1,14.6,17.3,12.8
Espoo,2021-8-20,-1,-1,14.9,18.8,12.9
Espoo,2021-8-21,11.4,-1,13.8,18.9,10.3
Espoo,2021-8-22,-1,-1,14.2,17.3,11.2
Espoo,2021-8-23,-1,-1,12.2,15.1,10.6
Espoo,2021-8-24,7.9,-1,11.7,15.6,8.7
Espoo,2021-8-25,35.5,-1,12,12.7,10.9
Espoo,2021-8-26,9.2,-1,13.2,15.1,12
Espoo,2021-8-27,-1,-1,13.1,14.6,12.2
Espoo,2021-8-28,-1,-1,16.3,20.6,13.2
Espoo,2021-8-29,-1,-1,15.7,20.1,12.4
Espoo,2021-8-30,-1,-1,13.5,19.2,9.5
Espoo,2021-8-31,-1,-1,13.5,20.8,7
Espoo,2021-9-1,-1,-1,12,15.6,10.3
Espoo,2021-9-2,0.7,-1,11,14.4,6.7
Espoo,2021-9-3,-1,-1,10.4,13.3,8.2
Espoo,2021-9-4,-1,-1,9.2,13.8,5.7
Espoo,2021-9-5,0.1,-1,9.3,14,3.3
Espoo,2021-9-6,-1,-1,12.2,18.4,9.9
Espoo,2021-9-7,-1,-1,11.5,16.1,4.4
Espoo,2021-9-8,0.1,-1,14.6,17.7,11.9
Espoo,2021-9-9,-1,-1,15.1,19.8,11.5
Espoo,2021-9-10,-1,-1,12.6,15.1,10.2
Espoo,2021-9-11,4.6,-1,14.2,17,12.6
Espoo,2021-9-12,14.1,-1,14.3,15.7,12.6
Espoo,2021-9-13,0.1,-1,12.9,15.1,9.8
Espoo,2021-9-14,-1,-1,9.9,12.8,7.9
Espoo,2021-9-15,-1,-1,7.6,10.8,4.7
Espoo,2021-9-16,-1,-1,7.9,10,6.7
Espoo,2021-9-17,0.3,-1,8.5,10.8,6.4
Espoo,2021-9-18,0.3,-1,8.6,10.8,6.4
Espoo,2021-9-19,-1,-1,8.1,10.3,7.4
Espoo,2021-9-20,-1,-1,7.5,10,6.4
Espoo,2021-9-21,-1,-1,5.9,8.8,4.2
Espoo,2021-9-22,-1,-1,5,11.1,0
Espoo,2021-9-23,17.7,-1,8,10.5,2.5
Espoo,2021-9-24,3.6,-1,8.4,9.2,7.6
Espoo,2021-9-25,-1,-1,10.2,12.9,8
Espoo,2021-9-26,-1,-1,9.7,14.9,6.7
Espoo,2021-9-27,-1,-1,6.8,12.1,2.3
Espoo,2021-9-28,-1,-1,7.4,11.8,2.2
Espoo,2021-9-29,-1,-1,9.6,10.8,7
Espoo,2021-9-30,0.6,-1,9.6,10.4,9.2
Espoo,2021-10-1,0.2,-1,9.8,11.2,8.2
Espoo,2021-10-2,-1,-1,10.7,12.2,9.2
Espoo,2021-10-3,-1,-1,10.9,13.1,8.8
Espoo,2021-10-4,-1,-1,11.4,13.5,9.1
Espoo,2021-10-5,6.4,-1,10.6,12.5,9.6
Espoo,2021-10-6,0.2,-1,11.8,13.7,9.9
Espoo,2021-10-7,0.5,-1,11,13.1,10
Espoo,2021-10-8,0.6,-1,11.7,12.9,10.5
Espoo,2021-10-9,0.5,-1,11.8,13.5,11.2
Espoo,2021-10-10,0.2,-1,11.5,12.7,10.7
Espoo,2021-10-11,25.1,-1,10.4,12.2,8.2
Espoo,2021-10-12,0.3,-1,7.8,10.6,5.6
Espoo,2021-10-13,-1,-1,6.4,9.7,3.9
Espoo,2021-10-14,0.2,-1,6,10,-0.4
Espoo,2021-10-15,6.2,-1,8.6,10.3,7.7
Espoo,2021-10-16,0.8,-1,6.2,9.4,3.8
Espoo,2021-10-17,-1,-1,5.2,8.8,3.5
Espoo,2021-10-18,-1,-1,4.6,6.7,1.6
Espoo,2021-10-19,2.3,-1,2.6,5.1,-1.9
Espoo,2021-10-20,17.2,-1,8.5,11.9,5
Espoo,2021-10-21,11.7,-1,10.7,12.6,9.8
Espoo,2021-10-22,3.5,-1,6,10.6,5
Espoo,2021-10-23,0.1,-1,2.1,5.1,1
Espoo,2021-10-24,2.3,-1,2.2,5.9,-3
Espoo,2021-10-25,-1,-1,9.4,10.5,5.9
Espoo,2021-10-26,2.1,-1,8.7,10.1,6.4
Espoo,2021-10-27,5.5,-1,8.1,9.7,6.6
Espoo,2021-10-28,2.7,-1,8.2,11.1,2.8
Espoo,2021-10-29,-1,-1,10.2,11.3,8.3
Espoo,2021-10-30,-1,-1,8.9,9.9,6.3
Espoo,2021-10-31,-1,-1,8.7,9.7,7.1
Espoo,2021-11-1,-1,-1,8.8,11.2,6.5
Espoo,2021-11-2,-1,-1,7.4,8.4,6
Espoo,2021-11-3,7.4,-1,7.3,7.9,6.6
Espoo,2021-11-4,6.3,-1,7.8,9.1,6.5
Espoo,2021-11-5,10.5,-1,6.7,8.7,5.2
Espoo,2021-11-6,0.4,-1,4.7,8,2.7
Espoo,2021-11-7,4.7,-1,1.9,4.3,-1.4
Espoo,2021-11-8,-1,-1,0.9,2.9,-1.1
Espoo,2021-11-9,7.8,-1,-0.2,4.9,-7
Espoo,2021-11-10,3.1,-1,8.1,9.6,4.3
Espoo,2021-11-11,0.3,-1,6.2,9.5,2.9
Espoo,2021-11-12,-1,-1,5.7,7.7,5.1
Espoo,2021-11-13,-1,-1,1.3,5.7,-2.1
Espoo,2021-11-14,0.1,-1,0.3,3.3,-2.2
Espoo,2021-11-15,-1,-1,1,3.9,-3.8
Espoo,2021-11-16,0.9,-1,6.1,7,3.9
Espoo,2021-11-17,3.6,-1,5.6,6.2,4.9
Espoo,2021-11-18,2.8,-1,4.5,6,2.7
Espoo,2021-11-19,2,-1,2.8,4,0.4
Espoo,2021-11-20,-1,-1,3.7,5.7,1.9
Espoo,2021-11-21,-1,-1,-0.1,3.8,-1.5
Espoo,2021-11-22,1.6,-1,-3.4,0.5,-5.4
Espoo,2021-11-23,0.7,-1,0.3,2.8,-5.8
Espoo,2021-11-24,1.7,-1,2.6,5.2,-1.9
Espoo,2021-11-25,2.9,-1,4.6,6.8,-1.1
Espoo,2021-11-26,-1,-1,-1.7,3.3,-4.4
Espoo,2021-11-27,-1,-1,-7.1,-4.3,-8.5
Espoo,2021-11-28,-1,-1,-6.4,-5.7,-7.2
Espoo,2021-11-29,-1,2,-5.1,-4.4,-6.3
Espoo,2021-11-30,-1,2,-9,-5.5,-10.1
Espoo,2021-12-1,-1,2,-7.4,-4.2,-11.1
Espoo,2021-12-2,-1,2,-8.5,-6.4,-12.6
Espoo,2021-12-3,-1,2,-9.2,-7.2,-11.3
Espoo,2021-12-4,-1,2,-8.2,-4.8,-12.3
Espoo,2021-12-5,-1,2,-14.8,-11.1,-16.7
Espoo,2021-12-6,-1,2,-13.1,-10.5,-16.9
Espoo,2021-12-7,-1,2,-15.6,-13,-17.6
Espoo,2021-12-8,-1,2,-15.4,-13.4,-17.9
Espoo,2021-12-9,-1,2,-7,-3.5,-14.2
Espoo,2021-12-10,4.6,2,-2,-0.8,-4.7
Espoo,2021-12-11,4.6,2,0.3,0.8,-0.8
Espoo,2021-12-12,0.9,2,0.9,1.3,0.4
Espoo,2021-12-13,0.9,2,1.4,2.2,0.1
Espoo,2021-12-14,6.8,-1,2.6,3.6,1.6
Espoo,2021-12-15,0.6,-1,3.2,5,0.3
Espoo,2021-12-16,-1,-1,3.4,5,2.8
Espoo,2021-12-17,1.2,-1,1.1,3.6,-0.7
Espoo,2021-12-18,1.1,-1,2.7,4.4,-0.7
Espoo,2021-12-19,0.1,-1,0.4,4.4,-1.3
Espoo,2021-12-20,-1,-1,-8.2,-1.3,-10.4
Espoo,2021-12-21,-1,-1,-11.5,-7.4,-12.8
Espoo,2021-12-22,0.8,-1,-11.3,-8.6,-13.1
Espoo,2021-12-23,1.8,3,-1.5,-0.4,-12.1
Espoo,2021-12-24,-1,6,-10.3,-0.5,-14.1
Espoo,2021-12-25,-1,4,-11.3,-7.6,-15.6
Espoo,2021-12-26,-1,5,-13.6,-7.5,-16.1
Espoo,2021-12-27,-1,5,-14.7,-11.3,-17.1
Espoo,2021-12-28,-1,5,-6.6,-1.3,-18.2
Espoo,2021-12-29,3.7,5,-3.6,-2.4,-4.7
Espoo,2021-12-30,4,9,-2.3,-1.4,-3.4
Espoo,2021-12-31,0.4,9,0.2,2.5,-1.6
Espoo,2022-1-1,-1,11,-4.9,-0.8,-8.3
Espoo,2022-1-2,4.8,11,-5.5,-2.7,-11.2
Espoo,2022-1-3,3,15,-1.7,-1.2,-3.1
Espoo,2022-1-4,3.4,16,0.1,2.4,-1.5
Espoo,2022-1-5,10,15,-0.4,0.1,-2.1
Espoo,2022-1-6,-1,25,-5.8,-0.1,-8
Espoo,2022-1-7,-1,24,-7.6,-5.3,-9
Espoo,2022-1-8,4.3,22,-8.1,-2.7,-15.5
Espoo,2022-1-9,-1,24,-4.1,-1.5,-5.2
Espoo,2022-1-10,-1,23,-11.2,-5.2,-15.3
Espoo,2022-1-11,0.2,23,-11.8,-5.3,-20.1
Espoo,2022-1-12,0.5,22,-0.3,2,-5.4
Espoo,2022-1-13,0.5,19,5,7.3,1.5
Espoo,2022-1-14,0.1,12,2.8,6.7,1
Espoo,2022-1-15,-1,11,0.2,3.1,-1.8
Espoo,2022-1-16,5.3,11,0.8,2.8,-2.3
Espoo,2022-1-17,1.8,11,-1.6,2.1,-2.9
Espoo,2022-1-18,-1,13,-3,0.8,-6
Espoo,2022-1-19,6.2,13,1.7,3.3,-1.6
Espoo,2022-1-20,9,10,0.1,3.3,-1.2
Espoo,2022-1-21,-1,14,-2,-1.1,-2.5
Espoo,2022-1-22,0.4,14,-6,-2.1,-8.7
Espoo,2022-1-23,3.3,14,-1.9,1.7,-9.9
Espoo,2022-1-24,0.2,14,2.1,2.8,1.4
Espoo,2022-1-25,-1,11,-1,2.9,-3.1
Espoo,2022-1-26,3.3,11,-2,0.8,-7.6
Espoo,2022-1-27,9.2,13,0.7,1.3,0.1
Espoo,2022-1-28,0.1,16,-0.5,0.5,-1.5
Espoo,2022-1-29,20.2,16,-2.2,0.8,-7.2
Espoo,2022-1-30,5.9,31,-1.8,0,-3.5
Espoo,2022-1-31,1.4,37,-5.4,-3.5,-5.7
Espoo,2022-2-1,-1,37,-8,-5.5,-9.8
Espoo,2022-2-2,-1,36,-8.7,-5.3,-11.3
Espoo,2022-2-3,-1,35,-11.3,-8.2,-15.3
Espoo,2022-2-4,14.2,35,-4.3,-2.7,-15.4
Espoo,2022-2-5,6,43,-0.6,0.7,-2.7
Espoo,2022-2-6,2.8,46,0.3,1.4,-6.5
Espoo,2022-2-7,0.1,44,0.6,1.3,-0.1
Espoo,2022-2-8,3.7,41,-0.5,0.9,-2.8
Espoo,2022-2-9,2,44,0.2,2.2,-4.4
Espoo,2022-2-10,-1,41,0.5,2.7,-2.1
Espoo,2022-2-11,-1,41,-1.7,1.1,-4.1
Espoo,2022-2-12,0.7,41,-0.9,1.7,-5.5
Espoo,2022-2-13,3.2,40,1.5,2.4,0.8
Espoo,2022-2-14,7.7,37,1.6,2.3,0.3
Espoo,2022-2-15,7.5,34,1.5,2.4,0.3
Espoo,2022-2-16,8.7,33,1.9,2.6,1.4
Espoo,2022-2-17,16.7,34,1.1,2.7,0.3
Espoo,2022-2-18,0.1,32,-0.5,0.9,-1.6
Espoo,2022-2-19,0.8,32,-0.5,1.1,-3.4
Espoo,2022-2-20,-1,32,-1.5,1,-4.6
Espoo,2022-2-21,31.8,32,-0.6,-0.2,-3.8
Espoo,2022-2-22,0.7,56,-3.1,0.1,-4.9
Espoo,2022-2-23,-1,56,-8,-4.3,-14.3
Espoo,2022-2-24,0.4,54,2,3.6,-7.9
Espoo,2022-2-25,6.5,47,1.5,3,0.4
Espoo,2022-2-26,-1,47,-1.6,1.8,-3.7
Espoo,2022-2-27,-1,47,-1.4,3.3,-9.7
Espoo,2022-2-28,-1,46,1.2,5.4,-1.2
Espoo,2022-3-1,-1,46,1.5,4.2,-2
Espoo,2022-3-2,-1,46,1.2,3.2,0.1
Espoo,2022-3-3,-1,46,0.6,4.9,-3.1
Espoo,2022-3-4,-1,45,-2.6,2,-5.5
Espoo,2022-3-5,-1,45,-3.6,2.5,-10.9
Espoo,2022-3-6,-1,45,0.6,4.5,-2.8
Espoo,2022-3-7,1.2,45,-0.3,1.7,-1.8
Espoo,2022-3-8,3.9,46,-2.3,-1.3,-3.4
Espoo,2022-3-9,-1,50,-3.3,-1.2,-6.5
Espoo,2022-3-10,-1,50,-1.5,1.2,-6.7
Espoo,2022-3-11,-1,49,1.6,4.6,-0.3
Espoo,2022-3-12,-1,47,0.6,6.1,-3.9
Espoo,2022-3-13,-1,47,0.8,9.5,-6.9
Espoo,2022-3-14,-1,48,1.3,10.6,-6.6
Espoo,2022-3-15,-1,48,-0.9,7,-7.4
Espoo,2022-3-16,-1,47,-0.8,7,-6.8
Espoo,2022-3-17,-1,48,-1,6.1,-6.8
Espoo,2022-3-18,-1,48,1.8,5.1,-4.1
Espoo,2022-3-19,-1,46,2.8,7,0.2
Espoo,2022-3-20,-1,45,6.1,14.2,-0.8
Espoo,2022-3-21,-1,44,4.3,12.2,-2.8
Espoo,2022-3-22,-1,42,2.5,8.9,-3
Espoo,2022-3-23,-1,42,2.1,6.3,-1.3
Espoo,2022-3-24,0.3,41,5.4,11.4,-1.6
Espoo,2022-3-25,-1,38,4.5,7.2,1.9
Espoo,2022-3-26,0.1,36,1.2,6.8,-1.4
Espoo,2022-3-27,4,36,-1.9,1,-5.1
Espoo,2022-3-28,0.3,38,3.1,6.3,-1.8
Espoo,2022-3-29,-1,34,-3.1,-0.1,-4.4
Espoo,2022-3-30,-1,34,-3,1.4,-6.6
Espoo,2022-3-31,-1,33,-2.6,2.1,-8.3
Espoo,2022-4-1,-1,34,-2.6,2,-7.8
Espoo,2022-4-2,-1,34,-2.2,2.3,-7.3
Espoo,2022-4-3,-1,34,0.6,5.2,-3.9
Espoo,2022-4-4,9.9,33,1.3,3.3,-0.3
Espoo,2022-4-5,5.4,33,-0.8,1.5,-2.6
Espoo,2022-4-6,-1,35,-1,2.4,-4.9
Espoo,2022-4-7,7.4,34,0.8,1.9,-1.2
Espoo,2022-4-8,1.8,32,3.3,5.6,0.9
Espoo,2022-4-9,4.9,30,1.9,4.7,-0.1
Espoo,2022-4-10,0.3,31,2.6,5.2,0.3
Espoo,2022-4-11,-1,27,5.3,9.5,1.1
Espoo,2022-4-12,-1,23,4.1,9.4,-2.4
Espoo,2022-4-13,-1,21,4.3,9.3,-1.2
Espoo,2022-4-14,2.2,20,2.4,5.3,1.5
Espoo,2022-4-15,-1,19,4,8.4,1
Espoo,2022-4-16,-1,16,3.4,8.8,-1.5
Espoo,2022-4-17,-1,14,5,10.5,-2.7
Espoo,2022-4-18,-1,12,7.3,13.1,1.2
Espoo,2022-4-19,-1,7,6.1,12,-0.4
Espoo,2022-4-20,-1,4,9.1,14.5,0.1
Espoo,2022-4-21,-1,-1,9.3,14,4.5
Espoo,2022-4-22,-1,-1,7,13.8,0.8
Espoo,2022-4-23,-1,-1,7,12.2,0.7
Espoo,2022-4-24,-1,-1,7.2,13.1,2.1
Espoo,2022-4-25,-1,-1,6.5,13.5,2.9
Espoo,2022-4-26,-1,-1,6.4,10.9,2.2
Espoo,2022-4-27,-1,-1,2.8,7.4,-1.3
Espoo,2022-4-28,1.1,-1,2.4,6.3,-2.1
Espoo,2022-4-29,-1,-1,3.4,8.1,-0.5
Espoo,2022-4-30,-1,-1,4.5,8.5,-1.8
Espoo,2022-5-1,-1,-1,7,11.2,2.8
Espoo,2022-5-2,-1,-1,7.1,12.6,0.2
Espoo,2022-5-3,-1,-1,5.2,7.7,3.7
Espoo,2022-5-4,-1,-1,5.2,10.9,-2
Espoo,2022-5-5,-1,-1,7.9,13.4,3.3
Espoo,2022-5-6,-1,-1,9.9,17.9,1.9
Espoo,2022-5-7,1.7,-1,7.1,12.4,4.4
Espoo,2022-5-8,-1,-1,6.4,10.8,2.3
Espoo,2022-5-9,-1,-1,7.6,12.4,2
Espoo,2022-5-10,7.1,-1,10,14.8,4.7
Espoo,2022-5-11,0.1,-1,8.9,12.7,6.6
Espoo,2022-5-12,0.3,-1,9.4,14.7,6.1
Espoo,2022-5-13,4.3,-1,11.1,16.8,7
Espoo,2022-5-14,-1,-1,9.7,16,3.1
Espoo,2022-5-15,-1,-1,10.2,14.6,5.4
Espoo,2022-5-16,0.3,-1,10.3,14.8,6.5
Espoo,2022-5-17,-1,-1,8,12.2,4
Espoo,2022-5-18,-1,-1,12.2,20,4.5
Espoo,2022-5-19,-1,-1,10.1,14.4,7.6
Espoo,2022-5-20,-1,-1,8.9,11.7,4.5
Espoo,2022-5-21,-1,-1,9.7,14.6,3.6
Espoo,2022-5-22,-1,-1,8.3,12.2,3.1
Espoo,2022-5-23,-1,-1,13.8,20.3,3.5
Espoo,2022-5-24,-1,-1,13.5,20.3,4.5
Espoo,2022-5-25,10.3,-1,13,18.9,5.1
Espoo,2022-5-26,8.6,-1,10.6,14.5,8.6
Espoo,2022-5-27,12.8,-1,9.5,11.8,7.9
Espoo,2022-5-28,9.6,-1,10.4,13,8.3
Espoo,2022-5-29,-1,-1,11.4,15.8,8.2
Espoo,2022-5-30,2.5,-1,12,17.8,5.5
Espoo,2022-5-31,6.6,-1,11.3,15.4,9.5
Espoo,2022-6-1,12.8,-1,13,18.2,8.8
Espoo,2022-6-2,11.1,-1,11,15.2,9.7
Espoo,2022-6-3,0.3,-1,12.6,17.4,9.1
Espoo,2022-6-4,0.2,-1,13.9,19,10
Espoo,2022-6-5,-1,-1,14.6,20.6,11.3
Espoo,2022-6-6,-1,-1,13.7,18.1,8.8
Espoo,2022-6-7,1.5,-1,13.2,18.7,5.8
Espoo,2022-6-8,-1,-1,15.2,20.1,9.6
Espoo,2022-6-9,-1,-1,16.1,21.1,10.4
Espoo,2022-6-10,-1,-1,17.1,22.7,10.4
Espoo,2022-6-11,-1,-1,17.8,23.4,12.1
Espoo,2022-6-12,-1,-1,16.5,21.6,11.9
Espoo,2022-6-13,-1,-1,15,18.6,11.2
Espoo,2022-6-14,0.3,-1,15.2,19.1,9.7
Espoo,2022-6-15,-1,-1,17.5,21.7,13.2
Espoo,2022-6-16,-1,-1,16.5,22.6,11.8
Espoo,2022-6-17,0.1,-1,16.6,22.4,12.7
Espoo,2022-6-18,9.7,-1,13.6,16,11
Espoo,2022-6-19,-1,-1,15.4,19.2,12.8
Espoo,2022-6-20,0.2,-1,13.5,16.1,11.9
Espoo,2022-6-21,-1,-1,13.8,18.6,7.6
Espoo,2022-6-22,-1,-1,17.4,22.6,9.9
Espoo,2022-6-23,-1,-1,17.4,22.2,13.7
